County Name,Median Home Price,FIPS,Population,Median Income,Housing Affordability Index,Classification
"Audubon County, Iowa",117460,19009,5657,54643,46.52051762,Rural
"Crenshaw County, Alabama",117290,1041,13300,43103,36.74908346832637,Rural
"Bourbon County, Kansas",117240,20011,14410,49951,42.60576595018765,Rural
"Washington County, Kansas",117240,20201,5531,53491,45.62521324,Rural
"Putnam County, Missouri",117190,29171,4715,46161,39.38987968256677,Rural
"Scott County, Arkansas",117130,5127,9928,43577,37.20396141,Rural
"Estill County, Kentucky",117040,21065,14157,36336,31.04579630895421,Rural
"Coleman County, Texas",116980,48083,7848,47216,40.36245512053343,Rural
"Fulton County, Illinois",116950,17057,34022,53441,45.69559640872168,Rural
"Neosho County, Kansas",116840,20133,15926,54479,46.62701129750085,Rural
"Montgomery County, Iowa",116800,19137,10327,56971,48.776541095890416,Rural
"Pemiscot County, Missouri",116780,29155,15949,35865,30.71159445110464,Rural
"Dallas County, Alabama",116740,1047,39162,34957,29.94432071269488,Rural
"Hale County, Texas",116690,48189,32879,48649,41.690804696203614,Rural
"Blaine County, Nebraska",116580,31009,346,49464,42.42923314462172,Rural
"Glades County, Florida",116420,12043,12183,38088,32.71602817385329,Rural
"La Salle County, Texas",116410,48283,6956,61042,52.437075852589984,Rural
"Decatur County, Iowa",116400,19053,7718,52753,45.32044673539519,Rural
"Jones County, South Dakota",116380,46075,916,52321,44.95703729163086,Rural
"Wichita County, Kansas",116170,20203,2150,63306,54.494275630541445,Rural
"Luna County, New Mexico",116150,35029,25282,33914,29.19845027981059,Rural
"Dawson County, Texas",116130,48115,12371,42778,36.836304141909935,Rural
"Stephens County, Texas",116130,48429,9142,46537,40.07319383449583,Rural
"Zapata County, Texas",116130,48505,13945,34406,29.62714199603892,Rural
"Panola County, Mississippi",116050,28107,33300,39673,34.18612666953899,Rural
"Eastland County, Texas",115990,48133,17785,43953,37.89378394689197,Rural
"Richland County, Illinois",115920,17159,15876,59963,51.72791580400276,Rural
"Wallace County, Kansas",115900,20199,1529,56538,48.78170836928387,Rural
"Menard County, Texas",115850,48327,1981,40341,34.82175226586103,Rural
"Coke County, Texas",115570,48081,3288,42639,36.894522800034615,Rural
"Macon County, Alabama",115240,1087,19490,39303,34.105345366192296,Rural
"Gray County, Texas",115150,48179,21398,50635,43.97307859313938,Rural
"Metcalfe County, Kentucky",115060,21169,10275,43196,37.542151920737005,Rural
"Montgomery County, Mississippi",115030,28097,9948,35903,31.21185777623229,Rural
"Jasper County, Mississippi",114650,28061,16406,39992,34.881814217182736,Rural
"McDonough County, Illinois",114630,17109,27743,45704,39.87088894704702,Rural
"Starr County, Texas",114590,48427,65568,33334,29.08979841172877,Rural
"Sheridan County, Nebraska",114510,31161,5150,47901,41.831281110820015,Rural
"Newton County, Texas",114450,48351,12532,38116,33.30362603757099,Suburban
"Emanuel County, Georgia",114370,13107,22739,42880,37.49234939232316,Rural
"Mercer County, Missouri",114290,29129,3561,52105,45.590165368798665,Rural
"Prairie County, Arkansas",114280,5117,8306,47335,41.42019600980049,Rural
"Dickenson County, Virginia",114250,51051,14256,33905,29.676148796498907,Rural
"Wilkinson County, Georgia",114220,13319,8931,34680,30.362458413587813,Rural
"Mississippi County, Missouri",114150,29133,12976,39127,34.276828734121764,Rural
"Pike County, Illinois",114110,17149,14923,51529,45.15730436,Rural
"Carlisle County, Kentucky",114080,21039,4821,42386,37.15462833099579,Rural
"Harrison County, Missouri",114010,29081,8229,45313,39.74475923164635,Rural
"Turner County, Georgia",113780,13287,8856,35828,31.48883810863069,Rural
"Attala County, Mississippi",113750,28007,18025,36196,31.82065934065934,Rural
"Jenkins County, Georgia",113630,13165,8693,29061,25.575112206283556,Rural
"Ziebach County, South Dakota",113610,46137,2479,38750,34.10791303582431,Rural
"Cibola County, New Mexico",113540,35006,27284,47300,41.65932710938876,Rural
"Henderson County, Illinois",113470,17071,6485,62202,54.818013571869216,Rural
"Johnson County, Georgia",113330,13167,9272,46292,40.84708374,Rural
"Dunklin County, Missouri",113320,29069,28592,42194,37.23438051535475,Rural
"Jackson County, Kentucky",113230,21109,13029,33699,29.76154729,Rural
"Conecuh County, Alabama",113190,1035,11778,37986,33.559501722767024,Rural
"McCreary County, Kentucky",113090,21147,17044,33939,30.010611017773453,Rural
"Pawnee County, Kansas",113070,20145,6356,50988,45.09418944016981,Rural
"Webster County, Mississippi",112860,28155,9938,53363,47.28247386142123,Rural
"Falls County, Texas",112770,48145,17074,35317,31.31772634565931,Suburban
"Treutlen County, Georgia",112590,13283,6410,35441,31.47792876809664,Rural
"Warren County, Illinois",112570,17187,16887,59673,53.009682863995735,Rural
"Sabine Parish, Louisiana",112470,22085,22377,39975,35.54281142,Rural
"Allen County, Kansas",112400,20001,12557,51840,46.120996441281136,Rural
"Hale County, Alabama",112290,1065,14819,32294,28.75946210704426,Suburban
"Ouachita County, Arkansas",112290,5103,22858,43338,38.59471012556773,Rural
"Phillips County, Kansas",112270,20147,5022,53919,48.02618687093614,Rural
"Bradley County, Arkansas",112000,5011,10597,41972,37.475,Rural
"Cherokee County, Kansas",112000,20021,19507,47298,42.23035714285714,Rural
"Logan County, North Dakota",111710,38047,1814,53929,48.27589294,Rural
"Blackford County, Indiana",111700,18009,12139,45080,40.35810205908684,Rural
"Simpson County, Mississippi",111620,28127,26064,43842,39.27790718509228,Suburban
"Coal County, Oklahoma",111540,40029,5294,43697,39.176080329926485,Rural
"Williamsburg County, South Carolina",111480,45089,31279,40124,35.99210620739146,Rural
"Floyd County, Kentucky",111400,21071,36127,37360,33.53680430879713,Rural
"Mingo County, West Virginia",111370,54059,23821,35349,31.74014546107569,Rural
"Norton County, Kansas",111330,20137,5457,49326,44.30611694960927,Rural
"Ashley County, Arkansas",111290,5003,19362,42683,38.35295174768623,Rural
"Dallas County, Arkansas",111290,5039,6645,34337,30.853625662683083,Rural
"Knox County, Illinois",111150,17095,50193,45994,41.38011695906433,Rural
"Pocahontas County, Iowa",111110,19151,7091,56350,50.71550715507155,Rural
"Newton County, Mississippi",111070,28101,21385,44530,40.09183397857207,Rural
"Webster County, Nebraska",111070,31181,3442,56786,51.12631673719276,Rural
"Wilson County, Kansas",111060,20205,8713,52514,47.28435080136863,Rural
"Mason County, Illinois",111020,17125,13225,54415,49.01369122680598,Rural
"Lincoln County, Kansas",110920,20105,2952,48457,43.68644068,Rural
"Harmon County, Oklahoma",110840,40057,2540,55369,49.95398773006135,Rural
"Franklin County, Nebraska",110800,31061,2914,52400,47.29241877256317,Rural
"McKean County, Pennsylvania",110730,42083,40652,52350,47.27716066106746,Rural
"Garza County, Texas",110660,48169,5734,64871,58.621904934032166,Rural
"Sterling County, Texas",110660,48431,1391,55481,50.136454003253206,Rural
"Wayne County, Iowa",110580,19185,6504,53039,47.96436968710436,Rural
"Stafford County, Kansas",110520,20185,4106,54188,49.03003981179877,Rural
"Perry County, Illinois",110510,17145,21158,53108,48.05718939462492,Rural
"Neshoba County, Mississippi",110430,28099,29153,43416,39.31540342298289,Rural
"Evangeline Parish, Louisiana",110420,22039,32538,32465,29.401376562216992,Rural
"Allegany County, New York",110330,36003,46654,54375,49.28396628296928,Rural
"Cloud County, Kansas",110250,20029,9037,53110,48.17233560090703,Rural
"Amite County, Mississippi",110170,28005,12718,31367,28.47145321,Rural
"Clinton County, Kentucky",110140,21053,9372,35042,31.815870710005445,Rural
"Ontonagon County, Michigan",110080,26131,5891,44605,40.520530523255815,Rural
"Gilmer County, West Virginia",110030,54021,7516,45870,41.688630373534494,Rural
"Greer County, Oklahoma",110020,40055,5548,49203,44.72186875113616,Rural
"Stark County, Illinois",109860,17175,5436,55109,50.16293464409248,Suburban
"Nolan County, Texas",109820,48353,14727,44700,40.70296849389911,Rural
"Swisher County, Texas",109820,48437,7055,39685,36.13640502640685,Rural
"Knox County, Missouri",109730,29103,3782,40814,37.19493301740636,Rural
"Sharp County, Arkansas",109720,5135,17243,37361,34.051221290557784,Rural
"Montgomery County, Kansas",109710,20125,31679,47697,43.47552638774952,Rural
"Magoffin County, Kentucky",109710,21153,11818,29615,26.993892990611613,Rural
"Gogebic County, Michigan",109650,26053,14858,41948,38.25626995,Rural
"Brown County, Nebraska",109560,31017,2752,43942,40.10770354143848,Rural
"Sullivan County, Missouri",109450,29211,6045,46964,42.90909090909091,Rural
"Woodruff County, Arkansas",109440,5147,6333,43717,39.94608918128655,Rural
"Jefferson Davis County, Mississippi",109410,28065,11372,34771,31.780458824604697,Rural
"Jim Wells County, Texas",109400,48249,39203,47629,43.53656307129799,Rural
"Greene County, Mississippi",109280,28041,13653,49581,45.37060761346999,Rural
"Edwards County, Illinois",109220,17047,6233,55833,51.11975828602821,Rural
"Perry County, Kentucky",109150,21193,28421,40577,37.17544663307375,Rural
"Choctaw County, Alabama",109080,1023,12792,38581,35.36945361202787,Rural
"Franklin County, Mississippi",109020,28037,7705,40479,37.12988442487617,Rural
"Leflore County, Mississippi",109020,28083,28555,30182,27.684828471840028,Rural
"Lewis County, Kentucky",109010,21135,13103,32402,29.723878543252912,Rural
"Garden County, Nebraska",109010,31069,1726,43478,39.88441427391982,Rural
"Copiah County, Mississippi",108930,28029,28453,46530,42.71550537042137,Suburban
"Clarke County, Mississippi",108900,28023,15678,40838,37.50045913682277,Rural
"Chattooga County, Georgia",108730,13055,24898,37946,34.899291823783685,Rural
"Kimball County, Nebraska",108730,31105,3583,55428,50.97765106226433,Rural
"Greene County, Illinois",108450,17061,12187,54427,50.18626094974643,Rural
"Graham County, Kansas",108370,20065,2444,44091,40.68561409984313,Rural
"Thayer County, Nebraska",108320,31169,5053,56111,51.801144756277694,Rural
"Webster County, Georgia",108290,13307,2372,32083,29.62692769415459,Rural
"Nuckolls County, Nebraska",108180,31129,4125,61667,57.00406729524866,Rural
"Calhoun County, Arkansas",108150,5013,4811,55904,51.69116967175219,Rural
"Lawrence County, Arkansas",108150,5075,16292,40746,37.675450762829406,Rural
"Martinsville city, Virginia",108120,51690,13476,36832,34.06585275619682,Rural
"Clay County, Arkansas",108010,5021,14661,39817,36.86417924266272,Rural
"Leake County, Mississippi",107870,28079,21452,39660,36.766478168165385,Rural
"Marion County, Illinois",107800,17121,37781,53209,49.35899814471243,Rural
"Thurston County, Nebraska",107770,31173,6806,56223,52.16943490767376,Rural
"Union Parish, Louisiana",107750,22111,21272,44192,41.01345707656613,Suburban
"Labette County, Kansas",107700,20099,20222,51425,47.74837511606314,Rural
"Rice County, Kansas",107700,20159,9464,56379,52.34818941504178,Rural
"Yukon-Koyukuk Census Area, Alaska",107690,2290,5433,43405,40.30550654656885,Rural
"Edgar County, Illinois",107670,17045,16998,50843,47.22113866443763,Rural
"Morgan County, Kentucky",107460,21175,13772,41664,38.77163596,Rural
"Cass County, Illinois",107420,17017,13058,58364,54.33252653137218,Rural
"Jackson County, Arkansas",107300,5067,16878,39154,36.49021435228332,Rural
"Lee County, Arkansas",107300,5077,8832,29082,27.103448275862068,Rural
"Wabash County, Illinois",107290,17185,11414,49680,46.304408612172615,Rural
"Yalobusha County, Mississippi",107240,28161,12586,44348,41.35397239835882,Rural
"Choctaw County, Mississippi",107110,28019,8264,37859,35.34590607786387,Rural
"White County, Illinois",107030,17193,13959,51351,47.97813697094273,Rural
"Hughes County, Oklahoma",106970,40063,13406,42425,39.66065251939796,Rural
"Wilbarger County, Texas",106880,48487,12887,45262,42.348428143712574,Rural
"Echols County, Georgia",106860,13101,3691,45151,42.25247988021711,Suburban
"Morton County, Kansas",106760,20129,2744,51447,48.18939677781941,Rural
"Elliott County, Kentucky",106760,21063,7414,36455,34.14668415136755,Rural
"Clay County, West Virginia",106760,54015,8176,37197,34.84170101161484,Suburban
"Seminole County, Oklahoma",106700,40133,23798,40190,37.66635426429241,Rural
"Floyd County, Texas",106460,48153,5478,54007,50.72985158745068,Rural
"Monroe County, Arkansas",106300,5095,6903,41667,39.19755409219191,Rural
"Clinch County, Georgia",106060,13065,6737,47750,45.02168583820479,Rural
"Greeley County, Nebraska",105840,31077,2219,48472,45.79743008314437,Rural
"Jackson Parish, Louisiana",105740,22049,15214,41298,39.05617552487233,Rural
"Duval County, Texas",105470,48131,10001,43836,41.56252962927847,Rural
"Benton County, Mississippi",105450,28009,7687,39311,37.27927927927928,Urban
"Poinsett County, Arkansas",105330,5111,23212,42854,40.68546472989652,Suburban
"Furnas County, Nebraska",105020,31065,4655,57284,54.54580079984764,Rural
"Lawrence County, Illinois",104970,17101,15465,52020,49.55701629036868,Rural
"Campbell County, South Dakota",104730,46021,1548,58026,55.40532798625036,Rural
"Phillips County, Arkansas",104590,5107,16923,32235,30.820346113395164,Rural
"Warren County, Georgia",104580,13301,5218,37309,35.67508127749092,Rural
"Sioux County, North Dakota",104570,38085,3993,39755,38.01759586879602,Suburban
"Richardson County, Nebraska",104470,31147,7893,46085,44.11314252895568,Rural
"Saline County, Illinois",104320,17165,23869,47541,45.57227760736196,Rural
"Lee County, Kentucky",104080,21129,7263,29817,28.64815526518063,Rural
"Cameron County, Pennsylvania",103920,42023,4596,43615,41.96978444957659,Rural
"Winn Parish, Louisiana",103690,22127,13875,43710,42.15449898736619,Rural
"Baylor County, Texas",103650,48023,3491,43705,42.16594307766522,Rural
"Grant County, Oklahoma",103520,40053,4166,54150,52.30873261205564,Rural
"Rooks County, Kansas",103390,20163,4975,55000,53.19663410387852,Rural
"Hodgeman County, Kansas",103260,20083,1851,62902,60.916134030602365,Rural
"Hitchcock County, Nebraska",103230,31087,2630,47025,45.553618134263296,Rural
"Rolette County, North Dakota",103070,38079,12508,49434,47.96157950907151,Rural
"Jones County, Texas",102940,48253,19721,55575,53.98775986011268,Suburban
"Washington County, Mississippi",102890,28151,45616,34399,33.432792302458935,Rural
"McIntosh County, North Dakota",102700,38051,2568,58056,56.52969814995132,Rural
"Harding County, New Mexico",102680,35021,533,35900,34.96299181924425,Rural
"Telfair County, Georgia",102500,13271,12860,42971,41.92292682926829,Rural
"Barber County, Kansas",102180,20007,4178,52984,51.85359170091994,Rural
"Franklin County, Illinois",102010,17055,38068,47751,46.81011665522988,Rural
"Webster County, West Virginia",101840,54101,8415,37720,37.03849175176748,Rural
"Morehouse Parish, Louisiana",101750,22067,25852,33758,33.17739557739558,Rural
"Perry County, Alabama",101700,1105,8702,27057,26.60471976,Rural
"Wayne County, Mississippi",101610,28153,19824,34766,34.21513630548174,Rural
"Shelby County, Missouri",101440,29205,6087,46178,45.522476340694006,Rural
"Benson County, North Dakota",101320,38005,6090,54375,53.66660086853533,Rural
"Nevada County, Arkansas",101310,5099,8340,42670,42.118250913039184,Rural
"Wyoming County, West Virginia",101310,54109,21581,44630,44.05290691935643,Rural
"San Augustine County, Texas",101270,48405,7964,43130,42.589118198874296,Rural
"Briscoe County, Texas",101130,48045,1266,38469,38.03915752002373,Rural
"Presidio County, Texas",101130,48377,6328,26395,26.100069217838424,Rural
"Chicot County, Arkansas",101030,5017,10405,33770,33.425715134118576,Rural
"Lincoln County, West Virginia",100910,54043,20625,46683,46.26201566,Suburban
"Concordia Parish, Louisiana",100720,22029,18989,36157,35.89853057982526,Rural
"Clark County, Kansas",100700,20025,1994,55556,55.16981132075471,Rural
"St. Helena Parish, Louisiana",100700,22091,10881,40857,40.57298907646475,Suburban
"Greene County, Alabama",100520,1063,7851,28826,28.676880222841227,Rural
"Crowley County, Colorado",100360,8025,6018,37870,37.73415703467517,Rural
"Wheeler County, Georgia",100280,13309,7568,26776,26.701236537694456,Rural
"Apache County, Arizona",100100,4001,66473,34788,34.75324675324675,Rural
"Hardin County, Illinois",100070,17069,3700,51738,51.70180873388628,Rural
